Precipitation_mm,Min_Temp_C,Max_Temp_C
0.0,6.2,22.6
0.0,6.7,23.5
0.0,8.5,23.5
0.6,10.4,17.0
5.6,5.0,23.7
0.0,6.5,24.0
0.0,7.8,22.7
30.5,8.2,22.5
0.0,8.8,23.8
0.0,7.0,25.6
0.0,6.2,26.5
0.0,7.7,27.1
0.0,9.8,27.5
0.0,11.7,28.0
0.0,11.6,25.4
0.0,9.8,26.2
0.0,7.8,25.0
0.0,9.5,24.6
26.0,10.0,24.2
0.0,10.5,27.0
0.0,11.0,27.8
0.0,12.3,27.0
24.2,12.0,26.2
0.0,9.8,27.5
0.0,11.6,26.1
3.9,9.5,26.8
0.0,10.2,27.8
1.0,7.3,26.0
0.0,9.6,26.7
0.0,9.0,25.0
0.0,9.8,23.7
1.2,12.1,23.7
0.0,12.4,26.6
1.8,10.5,25.0
29.4,7.8,23.0
0.0,12.2,24.4
0.0,12.7,26.5
0.0,13.5,26.8
0.0,14.0,27.5
0.0,14.9,26.8
0.0,14.0,27.4
0.4,10.6,27.6
0.0,9.2,25.7
1.6,9.2,25.7
0.0,8.5,25.5
0.0,12.6,25.6
0.0,13.4,25.6
0.0,14.0,28.5
0.0,15.2,31.5
0.0,15.2,31.6
0.0,15.7,31.0
0.0,14.3,31.2
0.4,14.7,30.0
12.6,12.4,28.4
6.8,15.3,23.6
6.4,14.2,26.2
0.0,14.2,29.0
0.0,14.9,23.7
15.8,8.6,26.5
0.0,13.0,27.6
0.0,16.5,28.7
18.7,11.5,25.8
0.0,13.4,27.3
0.0,14.3,28.6
0.0,14.2,25.5
8.0,15.2,27.5
0.0,16.1,28.6
3.2,16.1,27.6
3.2,15.4,27.8
0.0,17.5,29.0
0.0,19.3,27.2
1.1,18.5,23.0
9.0,16.5,25.8
0.0,16.5,28.8
0.0,20.0,31.0
15.6,18.0,28.5
0.6,19.6,29.0
1.0,19.5,28.4
0.0,20.5,26.0
11.0,18.4,21.8
43.6,16.7,29.1
0.0,16.6,31.5
0.0,15.6,30.5
0.0,14.4,30.4
0.0,17.2,29.5
0.3,16.3,28.0
18.3,16.4,24.3
17.0,16.0,24.6
4.2,15.8,23.8
0.3,16.0,25.6
5.2,16.0,26.5
14.2,15.8,25.3
3.0,16.0,26.7
0.0,17.8,28.0
3.0,17.4,30.5
0.0,17.5,29.4
0.0,19.0,30.5
5.6,18.0,28.5
0.3,19.1,27.5
1.8,19.4,27.0
0.0,20.2,29.2
0.0,20.3,29.4
6.3,19.8,30.2
16.2,18.0,30.0
0.4,20.0,29.7
20.0,20.0,29.5
0.0,19.5,27.0
41.8,20.0,27.8
3.2,19.5,29.8
0.0,19.9,28.0
6.0,19.5,30.2
1.2,20.6,30.5
3.8,20.5,30.5
20.4,18.7,29.2
3.7,18.9,30.2
48.6,18.9,30.4
14.4,21.0,29.7
19.5,20.5,30.0
6.2,20.5,28.2
0.0,20.5,29.2
0.0,19.9,30.2
0.0,21.9,30.4
5.0,21.2,27.0
13.1,21.6,28.5
62.4,20.0,26.5
3.4,21.2,28.0
5.5,21.5,29.4
13.4,21.1,28.5
2.7,21.5,29.1
6.0,21.4,30.0
0.0,20.6,30.4
0.0,14.9,30.1
7.0,21.0,27.7
4.6,20.6,27.0
19.5,19.8,30.2
0.0,19.8,30.6
3.0,19.1,28.9
9.4,19.7,29.8
0.0,21.0,30.4
1.0,20.5,30.7
47.2,19.5,29.5
1.2,21.2,30.4
22.2,20.6,28.0
5.4,20.8,28.0
39.4,20.2,21.5
177.0,19.1,25.8
18.1,20.0,24.9
19.0,19.0,27.4
0.2,20.0,29.1
0.0,21.2,28.0
50.1,19.5,27.5
6.2,20.3,28.8
0.0,19.4,29.0
7.8,20.0,29.7
31.4,19.6,28.1
13.8,20.8,29.4
32.6,19.6,29.8
2.4,20.6,29.5
7.3,20.0,28.5
29.4,19.4,31.0
23.4,18.5,31.9
32.9,19.7,30.9
8.6,21.5,28.6
20.0,20.4,27.2
28.2,20.5,26.3
13.6,20.6,28.6
39.1,20.0,29.6
0.0,20.0,28.4
5.2,20.2,29.4
6.7,20.6,29.8
42.4,20.0,28.9
7.6,20.6,29.6
0.0,20.0,29.0
26.0,19.6,26.5
33.2,19.2,24.4
45.9,18.5,25.4
2.2,17.8,29.1
0.3,19.4,28.8
0.5,19.0,29.5
0.4,19.9,28.5
0.0,20.5,30.5
1.3,19.5,30.0
17.4,19.7,30.5
27.9,19.3,30.0
0.2,20.0,29.9
6.0,19.7,30.1
0.0,19.4,29.5
15.8,19.3,28.8
2.0,20.0,27.0
7.8,18.6,28.8
0.0,17.4,30.5
1.0,18.2,30.2
0.0,17.7,30.5
0.0,19.6,30.5
18.0,18.6,28.4
0.1,18.0,29.1
0.0,18.7,25.0
0.0,18.4,30.0
0.0,17.7,30.4
0.0,17.8,30.0
0.6,18.5,26.7
0.6,19.0,24.5
10.2,17.9,27.7
2.8,16.4,30.4
0.0,16.4,31.4
0.0,16.8,29.0
28.0,17.5,24.4
1.1,18.6,29.2
4.6,18.2,23.2
9.8,18.2,24.5
29.2,18.0,20.8
10.4,16.4,27.0
0.0,17.6,28.8
0.0,18.0,28.1
0.0,18.0,29.7
0.0,17.8,29.9
0.0,18.0,28.8
0.0,17.3,30.4
0.0,17.5,29.0
0.0,18.4,29.2
0.0,17.6,28.7
0.0,18.0,28.5
1.0,14.0,26.7
12.6,14.7,26.0
1.4,15.0,27.5
0.0,14.4,27.4
0.0,13.6,27.2
0.0,14.0,27.0
0.0,13.0,27.0
0.0,13.5,27.0
0.0,12.7,26.6
0.0,11.5,23.8
0.0,14.0,24.3
0.0,14.2,26.2
0.0,12.7,26.8
0.0,12.5,26.0
0.0,12.3,25.6
0.0,12.6,25.5
0.0,11.6,25.6
0.0,9.7,26.0
0.0,10.3,25.5
0.0,9.4,25.2
0.0,9.0,24.6
0.0,9.0,25.0
0.0,10.0,24.6
0.0,8.8,24.6
0.0,9.9,25.5
0.0,9.6,25.5
0.0,9.4,24.2
0.0,9.4,24.3
0.0,8.8,23.6
0.0,8.0,24.6
0.0,9.6,25.0
0.0,10.0,25.5
0.0,8.2,25.5
0.0,8.0,25.7
0.0,8.5,26.1
0.0,9.7,24.6
26.4,12.5,21.9
0.1,7.5,22.5
0.0,7.3,23.6
0.0,10.5,23.9
0.0,8.4,24.2
0.0,8.2,23.0
0.0,7.2,22.9
0.0,7.1,21.6
0.0,7.5,22.6
0.0,7.3,23.7
0.0,7.0,23.2
0.0,7.5,23.1
0.0,8.6,20.5
0.0,6.7,22.3
0.0,7.5,23.0
0.0,8.0,24.0
0.0,7.5,23.8
0.0,6.8,22.7
0.0,6.8,23.0
0.0,5.5,21.6
0.0,5.5,21.7
0.0,5.5,22.0
0.0,4.8,20.7
0.0,5.2,21.2
0.0,4.0,21.8
0.0,3.4,22.0
0.0,7.2,20.0
0.0,6.7,21.0
0.0,5.1,21.5
0.0,4.5,21.2
0.0,4.6,21.0
0.0,4.6,21.2
0.0,4.0,20.9
0.0,4.0,20.8
0.0,4.0,20.2
0.0,4.3,19.3
0.0,4.0,18.7
0.0,2.3,19.0
0.0,3.5,18.6
0.0,4.6,18.0
0.0,3.4,19.0
0.0,4.5,17.1
0.0,2.0,19.0
0.0,1.9,19.3
0.0,2.0,18.6
0.0,2.0,17.7
0.0,2.5,17.5
0.0,0.5,16.6
0.0,1.5,13.5
15.0,5.6,13.0
0.0,2.5,16.4
0.0,2.3,22.0
0.0,1.0,19.5
0.0,1.4,20.0
0.0,1.2,20.0
0.0,0.5,20.0
0.0,1.0,18.0
0.0,0.7,18.2
0.0,0.0,18.2
0.0,-0.2,19.0
0.0,1.5,19.4
0.0,-0.2,19.6
0.0,-0.4,19.7
0.0,0.2,20.0
0.0,-1.3,21.9
0.0,1.0,23.0
0.0,2.0,22.5
0.0,2.4,23.8
0.0,2.0,23.1
0.0,1.9,20.4
0.0,2.0,20.7
0.0,2.0,19.3
0.0,2.3,18.7
0.0,2.0,18.2
0.0,1.5,19.4
0.0,3.6,19.0
0.0,3.7,17.2
1.5,8.0,11.2
3.0,5.0,18.5
0.0,5.4,16.0
20.7,8.0,19.1
0.2,9.0,15.5
0.0,3.1,20.5
0.0,3.5,17.1
0.0,2.4,21.5
0.0,3.0,21.5
0.0,4.7,21.6
0.0,7.0,22.3
0.0,3.2,21.1
0.0,2.5,21.6
0.0,3.0,21.1
0.0,3.1,20.8
0.0,2.5,21.5
0.0,2.0,19.6
0.0,2.6,20.2
0.0,7.0,21.0
0.0,5.7,21.9
0.0,8.5,21.7
19.6,9.3,13.7
12.3,6.0,20.0
0.0,4.0,21.5
0.0,4.5,21.4
0.0,8.5,22.4
0.0,6.4,23.4
0.0,7.0,21.8
8.3,8.5,21.5
7.3,7.8,22.8
0.0,8.6,22.7
0.0,7.6,24.8
0.0,7.8,25.3
0.0,8.0,26.7
0.0,8.8,26.0
0.0,5.2,25.0
0.0,4.5,24.0
0.0,6.9,22.0
0.0,4.0,23.0
0.0,5.2,22.2
0.0,6.5,25.0
0.0,7.3,26.0
0.0,9.0,20.7
3.5,6.0,22.0
0.0,5.6,23.8
0.0,12.0,23.0
0.0,11.0,25.6
1.6,7.5,24.5
0.0,9.3,24.3
0.0,7.4,24.0
0.0,8.0,24.5
0.0,10.4,23.5
0.0,13.4,26.2
0.0,12.6,27.3
26.0,13.0,25.5
16.4,11.5,25.5
0.0,10.0,24.4
34.8,10.2,24.8
0.2,12.9,27.5
0.0,13.5,20.5
3.4,12.0,26.2
0.0,11.0,26.0
0.0,11.8,26.9
5.0,12.0,27.1
0.0,12.6,27.5
0.4,12.7,27.7
0.0,12.7,27.5
0.0,11.6,28.2
0.0,11.5,29.0
0.0,11.3,29.1
0.0,11.4,28.8
0.0,12.6,29.0
0.0,11.8,28.7
0.0,12.8,29.2
0.0,13.5,30.2
0.0,12.5,30.8
4.2,11.5,29.0
0.0,13.4,30.0
6.7,12.0,27.7
0.0,13.4,30.0
0.0,14.5,30.6
2.0,14.5,30.0
0.0,14.0,29.0
0.2,11.5,29.0
0.0,14.0,29.2
0.0,17.1,29.5
0.0,17.4,29.0
0.0,18.7,30.1
8.0,14.0,27.6
8.4,16.2,29.0
1.2,15.0,26.2
1.9,11.9,23.7
0.0,12.0,26.7
8.4,15.4,27.0
0.0,14.3,30.6
6.5,12.8,28.0
0.0,12.4,29.4
0.0,10.8,30.2
0.0,11.0,29.2
0.0,11.6,29.5
0.0,12.1,29.0
2.6,10.6,27.9
0.0,13.3,26.9
0.0,13.0,28.4
0.0,16.6,30.5
0.0,13.0,28.7
0.0,15.4,30.0
5.0,13.6,29.6
0.8,16.4,30.8
0.0,13.7,31.0
5.5,13.6,29.6
0.0,15.6,29.4
0.8,16.0,30.1
0.0,17.6,26.3
2.4,15.5,29.2
3.1,17.4,29.4
1.2,15.5,29.2
1.4,15.8,30.6
0.0,15.8,32.0
0.0,15.7,32.6
0.0,16.5,32.5
0.0,18.3,33.1
0.0,18.7,31.8
0.0,19.0,31.9
0.0,20.2,31.0
1.3,18.2,32.3
30.2,16.2,27.8
7.6,17.6,29.0
4.1,17.5,27.4
4.8,17.4,28.0
0.6,18.5,27.2
0.0,18.0,29.0
1.5,20.0,30.0
24.5,17.8,28.7
0.4,18.8,31.0
0.0,20.0,30.5
0.0,19.5,26.7
11.4,18.0,29.5
0.0,19.8,26.3
0.3,17.8,30.5
0.0,20.0,28.8
7.2,19.5,30.1
16.5,20.0,26.5
17.5,19.7,27.5
18.1,19.4,28.5
4.4,20.4,27.5
16.8,19.4,24.4
5.3,20.0,29.6
3.0,21.0,30.6
9.8,20.2,28.5
0.0,20.7,25.8
25.0,19.8,28.6
12.0,19.6,29.8
37.8,19.8,27.5
4.6,20.0,30.5
61.7,20.0,30.3
15.2,20.6,24.5
9.8,20.5,27.7
2.1,19.9,30.2
0.2,20.4,29.3
30.0,20.0,27.0
39.4,20.5,25.4
11.9,19.4,25.2
0.0,20.0,29.3
3.2,20.5,28.6
0.6,20.0,28.3
68.2,20.0,27.5
32.4,20.4,29.6
0.0,20.0,30.1
63.0,20.0,29.3
23.4,21.1,28.0
25.8,20.6,26.2
18.8,19.5,28.0
0.8,20.2,29.4
1.6,21.0,30.0
0.2,21.4,30.5
9.8,19.2,32.0
0.0,21.3,30.2
6.4,20.4,31.2
8.6,20.5,30.8
0.0,19.8,30.8
6.0,21.0,29.0
10.0,21.5,27.0
100.0,19.9,27.7
1.0,20.0,29.0
1.2,21.0,27.7
10.6,20.5,28.7
0.0,21.0,30.3
1.6,20.5,30.2
14.9,19.9,31.6
0.0,21.2,31.9
75.7,20.0,28.8
0.0,20.6,31.2
1.8,20.9,28.7
39.8,20.6,29.3
4.0,21.0,29.3
4.6,20.5,30.5
0.0,20.3,30.5
0.0,21.3,30.8
0.0,20.5,30.1
21.6,21.1,28.1
55.2,20.5,22.7
35.8,19.5,24.6
8.4,19.6,25.6
8.0,19.8,30.7
0.8,20.7,31.0
6.2,20.5,30.6
0.0,19.7,28.8
1.0,20.1,27.3
11.6,20.6,29.2
6.0,20.3,29.5
0.5,20.5,29.5
14.9,20.7,30.0
1.0,20.3,29.5
20.8,20.8,27.4
16.0,19.5,28.8
29.0,20.0,27.6
0.2,20.6,28.6
0.3,20.4,29.8
32.5,18.8,29.8
4.3,18.2,30.2
9.5,20.0,29.3
0.8,20.5,28.8
1.6,20.4,28.5
0.0,19.0,30.7
0.0,19.6,30.4
2.2,20.2,30.6
0.6,20.7,29.7
23.3,19.8,29.4
2.8,19.5,27.0
26.1,18.4,28.8
0.5,19.6,30.6
22.5,19.5,29.0
0.0,19.3,30.0
0.0,20.8,30.3
49.4,20.0,27.9
3.6,20.0,27.4
33.6,19.5,26.9
24.2,17.6,20.4
4.3,18.0,25.6
0.2,18.2,29.1
0.0,18.0,29.3
0.0,18.0,29.6
0.0,18.5,24.9
5.9,18.2,24.5
9.8,17.4,28.9
0.0,18.5,29.4
0.0,16.7,29.6
0.0,16.4,29.2
0.0,14.0,28.9
0.0,14.5,29.3
0.0,15.0,27.7
0.0,17.4,25.0
7.6,18.2,26.0
0.3,18.0,28.5
0.0,14.7,28.7
0.0,15.5,28.6
0.0,14.5,28.8
0.0,14.2,29.2
0.0,14.6,29.0
0.0,15.7,27.7
0.0,16.4,28.0
0.0,15.3,27.5
0.0,13.5,28.0
0.0,14.0,27.8
0.0,11.8,28.0
0.0,11.0,27.6
0.0,10.0,27.2
0.0,13.4,23.0
0.0,15.8,23.9
0.0,14.8,22.7
0.0,15.2,27.8
0.0,15.7,27.3
0.0,12.0,27.0
0.0,12.5,27.0
0.0,11.5,26.8
0.0,13.3,26.3
0.0,10.7,25.6
0.0,9.9,25.4
0.0,10.0,25.3
0.0,11.6,25.0
0.0,10.7,25.2
0.0,9.5,25.0
0.0,10.0,24.8
0.0,9.5,25.0
0.0,10.2,24.3
0.0,11.4,23.5
0.0,12.0,23.2
0.0,9.3,23.1
0.0,9.7,24.0
0.0,9.8,24.5
0.0,11.4,24.0
0.0,9.8,23.0
0.0,6.5,22.5
0.0,6.2,22.8
0.0,5.5,23.5
0.0,6.6,23.0
0.0,10.5,23.0
0.0,8.6,23.2
0.0,7.5,22.8
0.0,8.1,23.0
0.0,10.1,22.2
0.0,8.6,22.5
0.0,8.6,21.0
0.0,7.4,20.4
0.0,5.0,21.0
0.0,6.5,21.5
0.0,5.5,21.2
0.0,6.7,20.3
0.0,7.5,20.3
0.0,5.4,20.3
0.0,5.5,19.7
0.0,8.5,20.5
0.0,7.0,21.6
0.0,7.0,20.6
0.0,7.8,19.9
0.0,5.5,20.7
0.0,4.6,22.5
0.0,4.2,22.4
0.0,4.0,22.7
0.0,3.7,20.6
0.0,5.5,17.0
0.0,1.5,20.5
0.0,2.7,19.7
0.0,3.0,21.2
0.0,3.0,21.0
0.0,3.0,20.7
0.0,2.7,20.5
0.0,3.0,20.5
0.0,3.7,20.0
0.0,2.2,19.2
0.0,1.4,19.1
0.0,2.8,15.0
7.8,5.0,8.4
10.8,1.7,15.6
0.0,2.3,17.5
0.0,2.5,16.5
0.0,2.4,18.8
0.0,1.1,19.0
0.0,1.7,18.3
0.0,1.0,18.3
0.0,1.3,17.8
0.0,2.0,19.5
0.0,2.0,20.9
0.0,2.0,20.0
0.0,1.0,20.3
0.0,1.3,20.5
0.0,1.5,19.5
0.0,2.5,20.3
0.0,2.4,19.5
0.0,6.0,19.5
0.0,2.9,19.5
0.0,6.7,16.6
0.0,3.5,18.6
0.0,2.3,20.0
0.0,3.0,20.5
0.0,2.8,19.2
0.0,6.5,18.2
6.4,8.6,17.6
5.0,8.0,11.5
6.4,7.0,11.0
9.1,3.0,15.1
0.0,0.6,16.6
0.0,0.6,17.1
0.0,0.8,17.5
0.0,3.6,17.7
0.0,3.3,19.2
0.0,4.3,17.3
0.0,1.5,19.4
0.0,1.0,19.5
0.0,1.0,19.0
0.0,0.6,17.6
0.0,5.0,18.2
0.0,2.7,17.0
0.0,2.6,18.5
0.0,1.8,19.6
0.0,2.0,22.4
0.0,3.5,23.5
0.0,3.3,22.5
0.0,3.4,22.1
0.0,5.1,23.2
0.0,5.0,23.5
0.0,4.8,20.3
0.0,4.3,22.2
0.0,4.4,23.2
0.0,6.5,24.0
0.0,6.3,22.9
0.0,5.7,23.0
0.0,6.1,22.5
0.0,7.2,21.6
0.0,7.3,23.5
0.0,11.6,23.5
0.0,12.0,21.4
0.0,9.8,25.0
0.0,10.9,25.0
0.0,8.4,25.8
0.0,7.7,27.3
0.0,7.2,28.0
0.0,7.0,27.8
0.0,7.3,27.0
0.0,10.3,26.0
0.0,9.5,27.8
0.0,7.5,25.8
0.0,6.3,22.3
0.0,5.5,24.8
0.0,6.5,27.6
0.0,7.6,22.8
2.7,11.0,24.2
0.0,9.7,23.5
0.4,12.4,25.1
0.0,11.3,24.4
0.0,11.3,26.1
29.2,12.0,26.1
0.0,12.8,27.4
0.0,15.3,28.0
0.0,15.6,27.8
0.0,16.4,29.1
0.0,18.0,28.4
0.0,15.4,28.4
0.0,14.2,29.6
0.0,13.0,30.6
0.0,11.4,30.7
0.0,9.7,30.5
0.0,10.0,28.6
0.0,9.5,30.0
0.0,10.0,30.2
0.0,9.0,29.0
0.0,9.0,27.5
0.0,8.6,27.6
0.0,10.9,25.6
26.5,10.9,26.5
0.0,13.5,28.0
0.0,14.5,27.1
0.0,14.0,29.2
0.0,13.5,23.5
0.0,10.0,27.2
0.2,13.6,27.3
2.4,13.3,29.4
0.0,15.0,30.6
0.0,13.6,30.5
0.3,13.0,29.5
0.2,13.5,30.6
0.0,13.5,31.3
7.2,12.8,29.8
0.0,14.6,30.0
13.5,5.7,30.0
72.4,13.5,25.2
0.0,17.0,26.7
0.0,15.5,29.3
0.0,17.0,29.5
10.4,13.4,26.8
0.4,14.7,26.8
1.0,11.4,26.2
0.0,12.6,28.5
0.4,14.4,26.4
10.6,14.5,19.0
18.6,12.7,26.6
0.0,15.4,25.5
8.6,13.5,26.1
6.1,12.2,28.5
0.0,12.7,28.6
0.0,12.6,28.2
0.0,14.0,28.3
0.0,13.6,30.0
0.0,15.3,30.8
0.0,14.9,31.3
0.0,16.0,30.9
0.0,18.4,31.7
0.0,16.6,32.4
0.0,16.7,32.5
0.0,18.1,32.4
0.0,19.7,32.7
0.0,19.4,33.7
0.0,22.2,32.7
21.8,19.3,29.5
9.5,21.0,30.7
16.3,18.5,26.2
47.3,17.6,22.0
18.2,15.8,22.0
1.4,16.3,22.6
0.7,16.3,28.0
17.6,14.0,27.7
0.2,15.7,26.0
18.3,16.2,26.5
1.6,17.3,27.5
0.5,17.5,25.5
0.0,16.2,27.0
0.3,16.4,26.6
0.4,17.0,27.3
23.8,16.2,26.5
1.2,17.8,28.5
5.4,18.4,28.1
0.0,18.2,27.0
1.9,17.0,27.4
13.0,16.0,27.8
0.9,18.6,27.8
18.3,18.0,29.4
3.8,19.0,27.0
0.0,18.0,26.8
14.0,18.7,28.5
19.2,18.2,29.7
0.0,19.0,27.5
10.0,19.5,29.8
0.0,20.5,29.8
4.7,21.0,27.7
3.0,20.0,28.0
22.4,19.9,29.1
4.2,20.2,28.0
2.9,18.5,28.3
3.5,21.0,28.5
28.7,20.0,29.4
0.0,20.0,30.2
0.9,18.9,29.5
1.2,19.8,31.1
0.0,20.6,32.4
0.0,19.2,31.0
0.0,20.4,31.0
0.0,19.0,30.2
0.0,21.0,28.0
0.9,21.6,29.4
0.0,21.0,31.2
1.8,20.4,29.5
1.2,20.6,29.4
3.3,21.4,29.5
1.2,21.5,31.0
1.9,21.0,25.6
4.8,20.5,25.7
74.6,19.2,24.6
27.4,19.6,23.8
38.7,19.6,26.1
6.6,19.7,25.3
11.0,19.6,26.0
0.0,19.5,28.1
0.1,19.5,29.5
36.2,20.2,28.6
0.9,20.2,27.4
73.5,20.3,27.7
0.1,20.6,27.6
20.2,18.2,28.5
2.3,20.6,26.0
8.7,20.5,27.5
4.0,20.3,28.5
2.5,20.4,28.7
54.5,19.6,26.0
1.8,20.2,28.0
41.7,19.2,27.0
19.1,19.6,28.4
17.2,19.8,26.5
3.3,20.1,28.0
0.0,20.2,29.0
0.4,19.2,30.4
0.0,20.4,28.2
2.4,20.7,30.1
30.8,20.1,29.0
3.4,20.9,29.4
0.0,21.0,29.3
3.6,21.7,26.2
3.8,20.6,28.6
10.2,20.8,29.0
4.4,20.6,29.2
0.0,19.3,29.8
0.0,20.0,28.5
52.1,20.4,28.1
4.0,19.8,30.4
0.0,21.0,30.2
21.8,20.0,28.5
1.5,21.6,30.0
3.8,20.5,28.5
2.1,20.4,29.3
6.2,20.4,26.4
1.4,20.8,28.5
0.0,20.6,30.0
0.2,20.8,31.0
8.2,20.5,31.1
9.4,20.6,29.4
32.6,20.6,30.6
0.0,21.2,29.0
0.0,20.7,29.7
5.6,20.8,28.7
0.5,21.4,28.0
11.0,21.0,28.3
45.6,20.5,29.0
0.2,20.8,29.7
0.0,20.9,26.6
3.0,20.6,28.2
0.0,20.0,30.5
8.0,20.7,30.5
11.2,20.0,26.5
9.0,21.2,27.5
0.0,20.4,27.5
3.6,19.3,27.2
0.0,19.5,26.5
9.6,18.8,27.3
7.4,19.5,27.8
23.6,19.0,27.5
4.2,18.2,28.5
9.8,17.9,29.2
15.3,18.7,28.0
34.7,18.6,28.2
1.3,19.5,27.7
8.0,19.0,27.6
1.0,18.6,28.8
0.0,19.0,29.5
0.0,18.6,28.1
0.0,17.9,29.5
0.0,19.7,29.4
0.0,18.4,29.5
0.0,18.4,27.0
0.0,19.0,28.0
3.6,18.6,26.4
0.0,18.0,25.0
6.4,18.8,26.0
6.4,18.0,29.0
13.5,17.8,27.7
13.3,15.7,26.6
0.5,17.2,27.0
0.0,16.8,28.4
62.1,17.2,28.0
1.1,17.9,28.0
0.0,16.0,27.2
0.0,17.0,27.6
0.0,18.0,27.7
0.0,15.2,22.6
12.3,11.5,26.9
0.0,14.1,24.0
0.3,11.2,26.0
2.0,9.2,26.4
0.0,11.4,27.4
0.0,12.0,27.8
0.0,12.0,27.2
0.0,11.2,27.1
0.0,11.4,27.0
0.0,11.2,25.0
0.0,10.6,25.5
0.0,10.6,24.2
1.4,10.3,25.0
1.2,10.4,24.0
0.0,10.3,23.2
0.0,9.4,22.5
0.0,9.5,21.6
0.0,8.0,23.8
0.0,7.1,24.7
0.0,8.0,24.6
0.0,7.0,24.3
0.0,6.6,24.5
0.0,6.7,24.5
0.0,6.7,24.0
0.0,7.0,24.8
0.0,7.4,24.4
0.0,7.0,23.7
0.0,7.6,23.5
0.0,9.6,23.2
0.0,9.0,22.6
0.0,7.8,23.5
0.0,7.3,23.3
0.0,7.2,23.0
0.0,8.5,21.9
0.0,8.5,22.5
0.0,9.4,24.2
0.0,9.2,18.2
0.0,7.4,22.5
0.0,7.0,22.7
0.0,9.8,23.0
0.0,10.4,22.9
0.0,4.9,20.8
36.0,9.0,20.2
0.0,7.0,19.7
0.0,8.4,21.3
0.0,6.5,22.5
0.0,5.2,22.4
0.0,4.9,21.8
0.0,4.4,21.6
0.0,3.6,21.2
0.0,4.5,20.4
0.0,4.5,22.0
0.0,4.4,23.8
0.0,4.4,23.5
0.0,4.6,21.5
0.0,6.4,22.2
0.0,5.8,22.5
0.0,5.9,21.2
0.0,5.5,21.0
0.0,5.5,22.6
0.0,6.0,22.4
0.0,6.0,21.2
0.0,5.4,20.5
0.0,5.4,21.5
0.0,5.5,22.2
0.0,7.0,22.4
0.0,5.5,22.0
0.0,6.0,21.2
0.0,8.0,17.9
0.0,6.5,19.7
0.0,4.2,18.6
0.0,4.6,21.0
0.0,2.9,19.8
0.0,1.5,19.7
0.0,0.5,18.5
0.0,-0.3,16.8
0.0,0.0,18.8
0.0,0.4,19.7
0.0,2.5,18.2
0.0,6.4,15.5
0.0,6.2,13.5
0.0,7.8,19.5
0.0,3.5,22.3
0.0,4.3,22.1
0.0,3.8,21.0
0.0,3.3,21.5
0.0,5.5,20.4
0.0,5.4,20.4
0.0,5.0,19.5
0.0,2.1,19.3
0.0,2.5,18.1
0.0,1.5,17.8
0.0,1.2,17.5
0.0,2.5,18.8
0.0,1.4,19.1
0.0,4.0,19.8
0.0,6.5,18.4
21.7,6.7,8.9
0.0,3.6,16.0
0.0,3.1,17.6
0.0,1.3,17.5
4.9,6.2,16.6
8.7,5.5,10.7
19.8,6.8,14.6
0.0,6.1,18.5
0.0,7.0,19.7
0.0,3.2,20.0
0.0,4.9,13.7
0.0,1.5,19.6
0.0,2.6,18.6
0.0,7.6,13.5
1.6,7.6,16.0
0.0,6.0,20.0
0.0,3.0,21.5
0.0,3.2,21.6
0.0,7.0,21.4
0.0,4.5,19.5
0.0,4.5,19.9
0.0,5.4,17.5
0.0,2.5,23.0
0.0,3.6,24.6
0.0,9.5,24.4
0.0,6.0,24.6
0.0,5.5,23.6
0.0,4.7,23.9
0.0,6.3,16.4
1.9,6.2,22.0
0.0,4.5,23.3
1.5,7.0,18.8
0.0,5.0,23.8
0.0,6.0,20.0
0.0,2.2,24.0
0.0,10.2,21.2
12.0,6.8,22.2
0.0,5.4,24.5
0.0,7.1,24.4
0.0,7.2,24.5
0.0,7.5,24.9
0.0,9.7,24.5
0.0,8.5,24.7
0.0,9.0,26.3
0.0,9.5,26.6
0.0,10.0,28.5
0.0,12.2,25.0
0.0,8.2,27.0
0.0,9.3,29.4
0.0,12.2,26.2
0.0,10.2,27.5
0.0,12.6,27.3
0.0,11.7,20.2
10.2,6.4,24.2
3.0,8.8,25.5
0.0,9.0,28.0
0.0,8.9,28.2
0.0,10.0,26.7
0.8,14.0,26.5
0.0,14.6,25.6
22.5,13.5,26.2
0.2,11.5,27.2
0.3,10.5,27.6
4.7,12.4,22.6
3.0,7.8,25.6
0.0,10.1,17.4
3.2,7.0,23.2
0.0,7.7,23.9
0.0,11.0,26.6
0.0,10.0,27.0
2.2,8.6,26.8
0.0,9.5,25.3
0.0,7.4,27.3
0.0,7.9,28.0
0.0,8.0,27.4
0.0,8.8,25.6
0.5,7.6,27.0
0.0,9.6,27.5
0.0,12.8,27.2
0.0,13.4,28.5
0.0,12.7,30.4
0.2,14.5,29.0
1.6,10.0,29.5
0.0,10.8,28.5
0.0,7.8,29.0
0.0,9.0,28.9
0.0,10.4,29.6
0.0,11.5,29.5
0.0,11.6,31.0
0.0,12.5,31.0
0.0,12.0,31.7
0.0,12.0,30.4
0.0,11.0,30.3
0.0,12.0,30.6
0.0,15.0,28.6
0.7,14.8,28.8
6.3,15.0,29.5
0.2,13.4,29.0
0.0,14.4,28.5
9.9,12.9,29.9
0.0,13.7,26.4
0.0,11.0,29.3
15.4,11.5,17.5
2.6,11.8,26.3
0.0,14.1,23.7
0.5,13.0,24.3
0.0,13.6,25.0
8.8,12.5,24.3
8.3,15.0,24.3
