Precipitation_mm,Min_Temp_C,Max_Temp_C
6.8,20.0,26.5
4.8,20.2,30.5
23.7,19.6,28.0
8.4,20.5,29.5
2.8,21.0,29.5
1.6,20.7,29.7
10.2,20.3,29.2
13.3,20.8,27.5
2.4,20.5,28.7
4.1,20.2,28.6
1.5,20.4,24.7
7.7,20.4,27.6
0.0,19.4,30.0
0.0,20.7,29.5
17.9,20.5,30.4
23.0,19.6,29.9
5.5,20.6,31.0
17.4,20.7,29.0
5.3,21.3,29.7
0.6,20.8,31.5
5.4,19.6,30.5
26.1,20.0,29.3
13.8,19.5,28.8
1.0,19.6,30.7
6.8,19.8,30.4
29.6,20.2,28.5
13.5,20.3,31.5
0.0,21.0,32.5
29.1,20.2,31.3
10.9,20.9,31.1
0.0,20.2,30.8
18.3,19.7,28.3
11.4,20.2,29.4
1.1,20.1,29.5
1.7,20.0,28.0
0.0,19.3,28.5
0.0,19.4,29.5
6.5,20.6,28.8
1.5,20.2,29.8
11.6,19.9,30.9
0.2,20.6,29.4
0.0,20.5,29.2
15.0,20.4,28.8
0.0,19.4,31.0
5.4,21.0,25.5
12.1,19.6,26.6
2.5,20.5,27.3
3.8,20.6,29.0
8.1,19.4,29.5
4.8,19.3,27.2
0.9,19.2,30.5
0.0,19.0,31.5
0.0,19.2,29.6
1.0,19.0,30.4
2.0,17.6,29.0
0.0,19.0,27.0
1.0,18.6,29.0
1.2,18.0,30.5
4.0,19.5,29.8
0.0,20.2,30.7
37.4,18.2,30.6
84.3,18.6,29.4
41.3,18.8,30.2
32.8,18.8,29.8
9.0,18.8,30.0
0.0,19.6,30.2
0.0,19.2,31.0
3.6,19.6,30.0
0.0,19.5,29.5
0.0,19.2,26.9
0.0,18.5,29.7
7.7,19.0,27.9
0.0,17.0,29.6
0.0,18.0,24.2
27.9,18.2,26.6
2.5,18.4,31.7
0.0,17.6,31.9
0.0,18.0,29.5
30.5,18.6,25.8
4.2,16.6,30.4
0.0,16.0,29.7
0.0,16.3,31.1
0.0,18.0,30.5
0.0,16.6,30.7
0.0,17.0,30.9
0.0,14.8,27.9
5.6,16.7,29.0
0.0,16.8,28.6
0.0,15.0,28.5
0.0,13.7,29.6
0.0,14.1,26.8
4.7,14.0,29.6
0.0,15.0,30.2
0.0,13.8,28.4
0.0,13.0,26.8
0.0,13.6,29.2
0.0,13.0,28.2
0.0,13.1,29.1
0.0,12.5,28.0
0.0,12.0,28.6
0.0,10.0,28.7
0.0,11.2,27.6
0.0,11.7,27.2
0.0,11.0,26.7
0.0,11.4,27.4
0.0,12.2,27.1
0.0,11.0,24.3
0.0,11.8,25.7
0.0,11.2,27.2
0.0,11.4,27.7
0.0,11.3,28.0
0.0,11.3,28.5
0.0,11.1,30.0
0.0,10.6,28.5
0.0,13.4,27.2
0.0,9.6,25.7
0.0,9.4,26.8
0.0,9.2,27.8
0.0,9.2,28.0
0.0,8.3,28.5
0.0,8.2,28.3
0.0,9.4,26.6
0.0,12.5,24.3
0.0,11.2,21.1
0.0,10.6,24.0
0.0,8.0,23.6
0.0,7.5,22.5
0.0,5.5,23.6
0.0,7.8,24.0
0.0,8.7,24.3
0.0,9.4,25.5
0.0,7.5,24.2
0.0,6.2,24.4
0.0,8.0,23.2
0.0,8.0,23.1
0.0,8.5,23.7
0.0,6.8,23.1
0.0,6.5,25.0
0.0,6.2,24.2
0.0,5.8,24.4
0.0,5.3,24.8
0.0,5.7,23.6
0.0,7.8,23.4
0.0,6.2,23.5
0.0,6.5,23.6
0.0,7.7,23.5
0.0,6.5,24.5
0.0,8.1,23.5
0.0,11.8,21.5
0.0,6.6,23.9
0.0,5.8,23.5
0.0,7.5,22.6
0.0,6.5,22.5
0.0,3.3,21.8
0.0,2.9,23.3
0.0,3.5,22.4
0.0,5.0,22.6
0.0,3.7,23.6
0.0,4.4,22.7
0.0,5.6,23.5
0.0,6.5,20.1
0.0,6.4,22.0
0.0,6.0,21.9
0.0,8.1,21.0
0.0,6.0,21.6
0.0,7.5,22.6
0.0,8.0,16.6
0.0,4.6,20.3
0.0,3.4,20.6
0.0,2.8,20.4
0.0,5.1,20.7
0.0,6.4,19.7
0.0,4.8,19.8
0.0,1.8,19.2
0.0,2.0,20.6
0.0,3.0,20.5
0.0,3.2,18.8
0.0,1.5,20.6
0.0,1.2,21.0
0.0,1.0,20.4
0.0,1.8,22.2
0.0,1.7,21.5
0.0,1.7,22.3
0.0,2.2,21.4
0.0,4.0,21.0
0.0,4.0,21.6
0.0,3.0,21.9
0.0,4.6,22.9
0.0,4.4,23.1
0.0,4.6,23.6
0.0,2.8,24.1
0.0,3.2,24.6
0.0,7.0,22.8
0.0,5.5,23.6
0.0,5.8,24.8
0.0,6.5,23.5
0.0,9.6,22.7
0.0,6.4,24.2
0.0,4.5,25.7
0.0,2.7,25.8
0.0,3.5,23.5
0.0,4.2,25.5
0.0,3.2,25.2
0.0,3.5,24.3
0.0,6.4,22.4
0.0,5.4,22.2
0.0,5.6,23.0
0.0,5.0,23.8
0.0,5.6,24.8
0.0,4.3,24.4
0.0,5.8,25.6
0.0,6.0,25.2
0.0,6.5,26.5
0.0,6.4,20.5
0.0,4.8,26.0
0.0,5.4,26.4
0.0,6.6,28.3
0.0,5.5,27.5
0.0,5.5,26.8
0.0,6.0,27.2
0.0,6.5,28.5
0.0,6.6,28.2
0.0,6.6,28.6
0.0,6.2,26.3
0.0,5.7,27.0
0.0,8.0,26.0
0.0,7.2,26.2
0.0,7.5,25.7
0.0,6.8,28.2
0.0,6.0,27.5
0.0,5.0,25.2
0.0,4.5,25.2
0.0,6.6,23.1
0.0,8.7,25.7
0.0,7.0,28.3
0.0,7.5,30.0
0.0,9.6,30.2
0.0,9.6,30.1
0.0,9.0,29.5
0.0,8.0,23.2
0.0,7.0,28.1
0.0,5.5,27.7
0.0,5.0,30.4
0.0,5.6,28.5
0.0,7.2,29.6
0.0,10.2,25.5
0.0,8.5,27.5
0.0,7.1,29.0
0.0,7.3,26.8
0.6,6.6,28.5
0.0,9.0,27.0
1.0,8.3,27.5
0.3,10.5,26.5
0.2,7.6,28.5
0.0,9.1,28.5
0.0,10.0,28.8
0.0,11.3,23.4
0.0,8.4,25.6
0.0,9.8,28.0
0.1,11.2,27.6
18.9,10.1,27.3
7.3,9.5,27.9
11.0,10.5,26.8
0.0,13.0,27.8
0.0,13.3,29.2
1.2,7.9,30.0
0.0,13.7,30.0
0.0,13.6,29.2
0.0,13.4,29.9
0.0,12.0,30.4
0.0,14.2,30.6
0.9,10.3,29.3
0.0,10.2,30.3
0.0,11.9,30.9
0.0,13.6,30.8
0.0,16.5,31.8
0.0,16.0,33.0
0.0,16.2,33.7
0.0,14.3,33.5
5.5,11.7,32.5
0.0,13.2,31.4
0.0,16.0,31.6
0.0,17.0,32.8
2.7,14.2,33.4
0.0,13.4,33.2
0.0,12.4,35.2
0.0,11.5,33.2
0.0,13.3,32.9
0.0,12.5,33.2
0.0,13.2,32.0
0.0,13.8,32.0
0.0,16.4,31.4
0.0,16.0,31.1
0.0,19.3,33.0
10.0,14.3,29.8
3.0,15.0,30.0
11.5,15.0,31.4
1.4,13.0,31.4
0.0,14.2,33.0
0.0,15.0,33.5
0.0,14.0,33.1
0.0,15.3,32.1
7.7,14.7,26.2
16.5,14.0,27.5
4.5,12.6,25.7
5.7,12.2,29.0
0.0,14.6,27.4
1.6,15.3,28.2
0.9,17.4,28.6
0.0,17.4,29.9
0.0,18.4,32.8
0.0,19.9,29.0
0.0,18.0,30.4
6.5,19.0,27.5
0.5,18.0,28.0
0.0,16.6,29.9
1.0,18.0,23.5
37.8,17.0,23.4
8.2,17.0,27.7
0.0,16.6,28.0
8.8,15.5,27.6
0.0,17.6,28.8
6.4,16.5,24.0
0.0,16.3,28.5
0.0,16.2,30.2
0.0,17.0,28.7
4.0,18.4,28.8
23.5,19.9,29.0
12.5,18.6,28.5
0.0,17.0,31.9
0.0,17.7,32.2
0.0,16.6,31.8
0.0,15.8,31.9
0.0,18.0,31.1
1.9,19.0,31.2
3.3,19.0,30.7
0.0,18.5,31.5
0.0,18.5,32.0
0.0,19.5,32.6
0.0,18.8,33.6
0.0,18.0,33.1
0.0,19.0,32.1
0.0,19.3,34.2
0.0,21.4,33.5
2.0,20.1,31.7
0.0,20.3,28.0
0.0,20.3,29.8
0.0,20.2,31.5
47.3,21.2,29.8
9.5,20.6,26.5
2.5,21.0,25.5
9.0,20.4,30.0
9.5,20.4,27.4
39.5,20.2,26.0
10.2,20.1,29.5
0.0,20.2,30.0
0.0,20.3,30.3
7.2,19.5,30.3
4.6,20.5,30.3
30.6,21.0,30.5
7.8,21.4,31.4
0.0,21.0,31.6
0.0,20.6,31.0
1.7,22.0,29.2
5.0,20.8,25.3
21.8,20.0,30.4
0.0,20.6,31.4
7.6,21.3,31.4
0.0,21.4,30.4
0.2,20.5,31.2
0.0,21.8,31.4
14.4,20.5,31.4
8.1,20.2,31.8
0.6,21.0,31.0
2.1,20.6,30.2
1.2,20.0,30.4
0.0,22.0,29.6
0.0,20.6,31.5
11.5,21.4,28.3
59.2,20.0,25.1
76.5,19.6,28.0
1.2,20.5,25.6
10.3,20.6,29.6
5.0,20.4,29.5
29.2,20.3,29.5
0.0,21.4,31.7
0.0,21.0,31.6
0.0,21.0,30.2
2.2,22.2,29.6
2.8,21.0,27.6
24.2,20.2,27.6
4.1,21.6,30.5
0.2,20.6,30.9
1.8,21.5,28.3
23.0,21.0,30.8
14.4,20.5,29.6
58.7,21.7,29.6
4.4,21.0,26.0
5.0,20.0,29.3
3.5,20.5,27.2
57.3,20.0,26.5
6.2,20.5,27.8
21.0,20.1,30.1
17.7,20.5,27.3
8.0,19.2,30.2
0.0,18.8,31.0
0.0,20.2,27.5
30.3,20.5,25.0
6.5,19.4,28.5
14.3,19.0,28.6
4.1,20.0,29.8
28.2,19.7,29.8
0.0,20.7,31.3
15.5,20.2,29.8
0.3,20.5,30.3
2.5,19.6,30.4
24.5,18.5,29.6
0.0,19.5,28.4
0.0,19.5,29.5
5.6,18.9,29.0
14.0,18.4,26.4
7.6,19.3,27.9
1.0,19.7,27.7
7.9,18.9,26.0
2.8,18.6,26.5
8.4,17.2,29.5
0.0,17.2,30.6
0.0,18.5,30.6
0.0,20.0,30.0
0.0,20.2,29.5
0.0,18.8,30.0
0.0,18.4,30.3
0.0,20.1,29.8
0.0,17.8,29.1
0.0,17.8,30.5
0.0,19.0,28.4
0.0,17.9,30.0
0.0,18.1,29.5
0.0,18.3,29.4
36.4,18.9,28.8
1.3,17.6,30.5
0.0,18.5,31.0
0.0,17.6,31.0
0.0,18.0,30.2
1.4,16.4,31.2
0.5,17.6,29.8
8.0,16.6,29.6
0.7,19.2,25.7
6.0,17.4,28.4
0.0,18.4,27.0
5.2,19.4,26.0
3.0,19.3,24.2
45.8,17.7,24.6
2.3,17.7,29.0
0.0,15.2,28.5
0.0,15.0,27.5
0.0,15.0,26.0
0.0,13.0,28.1
0.0,14.0,28.7
0.0,13.8,29.0
0.0,13.8,28.2
0.0,14.8,29.0
0.0,13.4,29.0
0.0,13.0,27.7
0.0,12.0,27.8
0.0,12.2,27.4
0.0,13.0,27.6
0.0,11.1,26.1
0.0,10.3,26.6
0.0,11.5,26.9
0.0,12.0,26.4
0.0,11.6,25.9
0.0,13.1,26.8
0.0,12.5,26.7
0.0,11.5,26.8
0.0,11.5,27.3
0.0,12.5,25.4
0.0,10.0,27.0
0.0,9.6,28.3
0.0,8.4,27.4
0.0,7.4,27.0
0.0,6.6,27.0
0.0,6.4,26.0
0.0,6.3,26.4
0.0,6.7,25.7
0.0,6.5,24.7
0.0,9.2,19.9
0.0,10.5,22.5
1.0,9.7,25.0
0.0,11.4,25.4
0.0,11.4,23.5
0.0,12.0,21.5
0.0,12.8,23.4
0.0,9.8,23.9
0.0,5.6,23.0
0.0,5.2,21.5
0.0,6.5,21.5
0.0,5.4,23.2
0.0,5.6,23.2
0.0,4.6,23.0
0.0,4.8,23.0
0.0,5.0,21.4
0.0,5.2,20.6
0.0,7.8,23.5
0.0,6.0,22.0
0.0,6.3,22.6
0.0,6.8,23.2
0.0,8.0,22.4
0.0,8.0,23.4
0.0,9.0,22.6
0.0,8.5,23.0
0.0,8.0,21.5
0.0,4.4,21.6
0.0,5.6,20.5
0.0,6.0,21.0
0.0,5.0,19.9
0.0,6.0,22.0
0.0,4.6,21.5
0.0,7.3,17.0
0.0,6.5,20.6
0.0,4.7,22.2
0.0,5.2,21.6
0.0,5.5,22.4
0.0,6.5,22.5
0.0,2.6,20.8
0.0,2.5,21.6
0.0,3.0,20.6
0.0,2.8,19.8
0.0,5.5,20.2
0.0,6.5,18.7
0.0,3.0,18.5
0.0,3.0,18.6
0.0,4.3,18.2
0.0,3.2,19.1
0.0,2.3,17.6
0.0,2.9,17.3
3.6,6.6,15.0
0.0,2.6,19.5
0.0,1.5,20.0
0.0,0.7,22.8
0.0,6.0,22.6
0.0,3.2,21.7
0.0,2.5,22.0
0.0,2.6,22.5
0.0,3.0,22.5
0.0,2.5,22.4
0.0,1.4,22.5
0.0,0.5,22.6
0.0,-0.2,22.6
0.0,1.7,23.1
1.9,6.2,22.4
0.0,2.5,20.6
0.0,4.1,21.5
0.0,4.0,22.6
0.0,3.2,23.8
0.0,3.5,23.0
0.0,2.8,22.5
0.0,3.0,22.5
0.0,3.3,22.2
0.0,4.0,23.0
0.0,4.0,20.6
0.0,4.5,23.4
0.0,3.3,23.4
0.0,2.7,24.0
0.0,3.5,23.0
0.0,4.4,22.6
0.0,4.0,22.6
0.0,4.3,22.1
0.0,6.7,22.3
0.0,3.5,22.9
0.0,2.5,22.8
0.0,2.0,22.6
0.0,1.6,22.1
0.0,3.5,22.5
0.0,5.2,22.5
0.0,5.3,22.0
0.9,8.6,11.5
21.5,5.0,21.1
0.0,3.4,24.2
0.0,4.4,11.8
0.9,3.0,23.5
0.0,1.0,25.5
0.0,2.5,26.1
0.0,2.7,26.5
0.0,3.5,25.0
0.0,3.5,24.6
0.0,4.3,24.6
0.0,5.8,24.2
0.0,6.0,22.9
0.0,8.6,22.4
0.0,8.0,24.8
0.0,5.0,24.6
0.0,5.5,26.6
0.0,7.2,26.4
0.0,9.0,25.5
0.0,8.4,27.4
0.0,10.8,26.2
29.3,11.0,26.5
0.0,10.0,26.2
0.0,9.0,27.4
0.0,9.0,28.0
0.0,9.1,27.5
0.0,8.8,28.7
0.0,8.5,29.4
0.0,8.5,28.4
0.0,8.6,28.8
0.0,9.0,28.0
0.0,10.2,28.0
0.0,9.0,28.5
0.0,9.8,28.0
1.5,9.0,26.5
0.0,9.6,26.4
0.5,11.0,26.8
0.0,10.6,29.6
0.0,11.1,31.5
0.0,11.2,32.5
0.0,13.6,32.9
0.0,15.5,30.6
0.0,15.6,31.6
0.0,12.7,33.0
0.0,14.2,31.6
0.0,12.6,31.8
0.0,12.4,31.7
0.0,12.3,31.4
0.0,12.5,29.7
0.0,13.0,28.8
4.4,9.0,28.1
5.4,9.1,29.3
0.0,10.0,31.5
0.0,10.0,31.6
0.0,11.8,32.4
0.0,10.6,32.6
0.0,10.5,31.8
0.0,11.0,32.5
0.0,12.0,31.1
0.0,13.5,32.3
0.0,14.5,32.5
0.0,14.3,33.6
0.0,15.0,33.7
0.0,15.5,34.6
2.8,11.3,32.5
0.0,14.0,32.7
0.2,18.6,29.3
0.0,18.3,30.6
5.8,17.3,29.5
9.6,14.4,30.8
0.7,14.6,32.5
0.0,16.8,34.4
0.0,15.8,32.6
0.0,16.0,34.0
0.0,15.0,33.3
0.0,13.2,33.0
0.0,13.0,33.3
0.0,15.0,31.8
0.0,18.2,30.1
0.0,15.5,29.9
20.8,13.3,27.5
0.0,17.5,31.3
52.2,15.0,29.0
0.0,15.5,28.6
0.8,16.4,30.0
6.3,17.4,23.7
0.4,15.6,27.4
3.5,15.8,24.3
0.5,16.6,28.4
0.0,15.0,29.6
0.0,15.6,32.1
0.0,15.6,32.2
0.0,14.5,33.5
0.0,15.4,33.5
0.0,14.8,33.7
0.0,14.4,32.1
0.0,15.8,32.0
0.0,17.0,32.5
0.0,20.6,29.6
5.0,20.6,32.4
1.6,17.2,33.5
1.0,14.0,32.0
0.0,18.0,31.7
0.0,19.2,30.9
47.5,16.0,26.7
1.7,17.8,29.5
0.0,18.9,30.2
0.0,18.4,28.2
26.1,17.4,29.2
0.0,18.8,29.8
0.0,17.9,30.2
1.4,17.4,30.5
0.0,18.0,31.3
0.0,17.6,32.0
17.7,17.6,31.0
1.8,21.8,31.3
8.3,18.0,30.3
0.0,18.6,31.4
0.0,17.8,31.2
0.0,18.2,33.0
0.0,20.0,33.6
0.0,18.0,32.9
0.0,19.0,33.5
1.0,19.7,30.7
26.0,18.5,30.7
0.0,18.0,30.8
0.0,18.4,32.0
0.0,20.6,30.0
5.0,21.0,29.6
56.2,19.6,31.0
0.0,20.9,32.7
4.5,20.7,31.0
0.0,20.0,30.0
0.1,20.4,31.0
0.4,20.4,29.8
1.9,20.5,31.2
0.0,19.8,30.3
4.4,20.5,32.7
1.6,20.2,31.8
6.4,20.8,28.4
1.4,20.2,30.2
5.0,20.2,28.0
5.5,20.5,29.7
0.0,20.2,31.1
0.2,21.3,32.4
0.4,20.5,31.5
0.3,21.0,31.6
21.8,20.3,29.4
5.8,20.9,30.0
0.0,21.3,29.4
11.4,20.5,26.0
10.5,20.6,26.0
42.5,20.0,27.6
23.5,20.8,26.0
1.7,20.6,28.2
10.8,21.0,30.4
0.0,20.6,31.5
4.5,21.2,25.5
11.5,20.6,28.7
0.9,21.3,30.5
27.2,20.5,29.0
6.1,20.3,30.0
3.2,20.4,31.0
80.7,20.0,29.0
3.0,21.0,27.6
0.0,21.4,30.5
4.3,21.4,30.7
3.6,20.7,30.7
5.3,20.5,28.8
3.2,19.7,31.9
6.2,21.4,29.2
52.6,19.2,30.0
8.2,19.6,29.6
2.4,20.3,31.1
10.5,20.4,30.1
8.7,20.0,29.8
0.0,19.6,30.5
48.7,20.1,29.5
7.1,20.8,30.7
2.5,21.6,29.5
8.8,20.5,30.0
70.6,19.5,30.0
37.5,20.4,30.0
52.6,21.0,32.5
3.6,20.6,29.0
0.0,21.0,29.8
13.2,20.5,30.5
1.5,21.5,30.0
3.2,21.1,29.3
19.6,21.0,29.6
1.5,21.2,32.6
3.5,20.8,28.9
45.8,20.5,28.7
36.0,20.0,26.0
4.6,20.0,27.2
7.5,22.2,28.3
37.5,20.0,22.8
20.9,19.8,26.5
2.7,20.2,30.8
3.4,20.5,28.0
21.5,20.2,27.5
1.7,21.0,28.5
8.7,20.4,28.8
0.5,20.8,28.7
12.4,21.0,27.7
13.2,20.8,25.3
24.7,20.5,22.8
33.4,20.0,28.6
1.9,19.2,30.0
3.7,20.3,29.5
70.1,20.4,28.4
1.8,20.0,30.1
0.0,18.4,31.0
0.3,19.7,29.6
0.0,19.5,31.4
22.7,19.7,27.0
3.6,19.7,31.1
1.4,20.0,29.5
2.3,19.8,28.5
12.2,19.5,25.0
3.3,19.4,27.2
4.0,19.2,29.2
2.6,18.9,30.5
0.0,19.0,28.8
3.1,18.2,28.5
0.0,19.9,25.7
0.0,19.5,23.5
0.4,18.4,29.4
0.0,18.0,29.2
0.0,19.0,30.5
0.0,17.5,30.2
0.0,16.6,30.4
0.0,16.7,30.1
0.0,17.6,29.5
1.6,16.7,30.0
0.0,16.5,30.1
0.0,15.6,30.2
0.0,15.4,29.7
0.0,17.2,30.3
0.0,15.8,30.5
0.3,15.9,29.3
0.0,17.0,27.5
0.0,16.8,28.5
0.0,15.1,28.5
0.0,15.2,29.1
0.0,13.4,29.2
0.0,13.8,29.6
0.0,13.8,24.9
1.4,16.6,29.6
0.0,18.4,21.5
14.8,17.3,25.5
1.2,17.2,26.5
0.0,15.8,29.9
0.0,16.5,30.2
5.2,15.4,24.9
0.0,15.0,28.6
0.0,15.8,28.2
0.0,11.6,28.4
0.0,12.6,28.8
0.0,14.2,28.4
0.0,12.0,27.6
0.0,10.0,27.0
0.0,10.4,26.3
0.0,10.6,27.5
0.0,13.2,21.5
0.0,13.3,26.6
0.0,10.2,26.2
0.0,9.8,25.6
0.0,10.2,27.4
0.0,11.0,28.0
0.0,10.5,27.5
0.0,12.4,26.8
0.0,11.6,26.1
0.0,9.6,26.2
0.0,10.2,26.7
0.0,11.2,26.6
0.0,10.9,26.0
0.0,12.3,24.0
0.0,10.8,24.5
0.0,9.6,24.2
0.0,10.2,23.2
0.0,9.5,23.4
0.0,11.6,20.6
0.0,12.2,24.8
0.0,7.9,24.2
0.0,7.8,23.5
0.0,7.4,22.7
0.0,9.7,24.3
0.0,9.0,25.5
0.0,9.0,22.0
0.0,11.5,24.4
0.0,8.6,24.4
0.0,10.2,23.8
0.0,5.5,23.0
0.0,3.6,23.0
0.0,5.3,21.0
0.0,4.0,21.2
0.0,4.4,22.7
0.0,4.4,22.0
0.0,3.2,22.6
0.0,3.0,22.5
0.0,2.5,24.0
0.0,3.2,23.2
0.0,4.0,23.2
0.0,4.6,22.2
0.0,4.1,21.7
0.0,5.0,20.4
0.0,4.0,20.3
0.0,3.7,19.5
0.0,3.2,20.0
0.0,3.4,20.5
0.0,3.0,22.0
0.0,2.8,21.0
0.0,2.0,20.3
0.0,1.0,19.7
0.0,2.0,18.8
0.0,1.6,19.2
0.0,2.0,19.4
0.0,1.0,19.2
0.0,0.8,18.2
0.0,2.8,18.5
0.0,1.6,19.5
0.0,1.4,19.8
0.0,1.2,20.4
0.0,2.0,22.5
0.0,2.0,20.7
3.7,7.6,19.5
0.0,6.0,18.6
0.0,3.2,18.0
0.0,2.8,19.1
0.0,2.1,20.2
0.0,2.0,20.0
0.0,2.2,20.0
0.0,2.0,20.7
0.0,2.0,20.2
0.0,0.5,19.0
0.0,0.7,19.6
0.0,1.2,19.5
0.0,0.6,19.5
0.0,0.5,20.4
0.0,1.2,22.7
0.0,3.2,18.3
2.5,1.5,15.5
0.0,2.3,17.2
0.0,2.7,17.4
0.0,2.6,16.5
0.0,4.0,17.0
0.0,4.0,18.7
0.0,3.0,20.0
0.0,1.2,21.2
0.0,1.3,22.5
0.0,1.6,20.5
0.0,1.0,21.0
0.0,2.5,20.8
0.0,2.6,20.9
0.0,1.9,21.2
0.0,3.9,22.5
0.0,2.9,21.5
0.0,4.5,21.0
0.0,3.0,24.6
0.0,4.0,26.5
0.0,4.2,24.6
0.0,5.0,24.9
0.0,5.5,26.5
0.0,5.0,26.7
0.0,5.0,26.0
0.0,5.0,25.2
0.0,5.5,25.5
0.0,5.4,22.8
0.0,10.8,24.6
0.0,7.0,27.5
2.7,9.4,21.7
14.4,8.0,10.0
31.3,3.6,22.5
0.0,4.0,23.1
0.0,5.5,22.6
0.0,5.0,23.7
0.0,6.2,24.0
6.5,3.5,23.0
0.0,4.7,25.4
0.0,5.3,25.7
0.0,7.4,19.7
0.0,4.5,24.5
0.0,3.8,25.0
0.0,4.2,26.3
0.0,4.8,28.2
0.0,7.6,28.3
0.0,8.5,28.3
0.0,8.0,25.5
0.0,6.4,28.3
0.0,6.6,29.7
0.0,6.7,30.0
0.0,8.6,28.5
0.0,9.4,16.0
0.0,4.5,27.4
0.0,5.0,24.2
0.0,5.0,26.5
0.0,6.4,27.0
0.0,7.8,24.4
0.0,8.3,30.0
0.0,9.1,30.0
0.0,10.4,27.9
0.4,14.5,22.4
2.1,12.9,27.1
0.0,12.6,28.7
5.8,9.3,27.7
0.0,9.0,31.0
0.0,10.1,30.3
0.0,10.6,29.1
0.0,9.5,29.5
0.0,9.4,28.8
0.0,10.8,24.7
0.7,7.5,19.6
7.0,13.0,22.6
0.4,11.0,27.9
0.0,11.0,27.5
2.7,11.5,27.4
0.0,11.0,28.9
0.0,11.0,28.4
0.7,11.0,27.6
0.0,9.0,28.4
0.0,9.0,27.7
0.0,9.0,29.9
0.0,11.4,29.5
0.0,10.4,31.0
0.0,12.3,28.7
1.8,10.0,29.5
0.0,11.7,27.6
12.9,11.8,24.5
2.4,11.2,24.5
0.2,9.9,26.7
0.0,13.4,30.2
0.0,15.0,31.5
0.0,15.6,30.5
0.2,14.6,24.6
5.0,11.3,29.5
0.0,11.0,30.6
0.0,10.6,30.5
0.0,10.0,30.0
0.0,12.5,29.4
0.0,13.4,27.4
4.2,10.3,29.0
0.0,13.4,30.4
1.0,14.3,30.9
16.2,16.1,29.5
9.5,16.7,25.7
15.7,15.0,29.2
11.8,14.7,29.5
0.0,15.7,29.0
2.0,15.1,29.0
0.5,16.2,30.6
12.5,16.1,29.5
27.7,15.0,27.0
0.3,12.8,28.7
12.3,12.3,30.0
0.0,15.4,29.4
1.0,15.4,27.3
23.5,15.0,25.5
9.5,16.2,30.0
0.0,15.1,28.5
0.0,16.0,30.8
0.0,17.5,31.4
0.0,19.4,31.2
0.0,18.8,29.0
15.8,15.0,27.5
13.4,16.7,28.5
16.3,15.8,28.0
0.0,17.0,29.5
0.0,16.5,30.2
0.0,17.7,28.4
0.0,19.0,29.0
0.0,20.0,27.2
0.0,12.3,30.5
2.0,17.8,28.5
0.0,16.0,28.5
0.4,18.2,27.2
2.7,17.7,27.0
5.3,16.7,29.0
3.9,19.4,30.8
0.3,18.5,30.6
0.0,17.0,30.5
0.0,17.1,31.0
0.0,18.0,32.4
5.6,16.8,28.5
0.0,16.2,28.3
3.2,17.3,27.2
0.0,17.5,28.7
0.0,17.0,29.8
0.0,19.1,31.0
10.8,19.5,29.5
33.9,18.5,30.5
0.2,19.5,30.5
40.8,19.0,30.8
34.4,20.5,31.2
23.0,20.2,25.3
5.3,20.0,23.0
13.7,20.0,30.5
0.0,19.4,31.2
0.0,20.2,30.9
0.0,20.8,30.5
0.5,21.6,30.2
34.9,19.6,28.7
20.3,21.0,30.5
15.4,19.2,30.2
22.3,20.2,28.2
10.6,20.0,27.6
21.6,20.0,25.6
64.6,19.2,27.3
40.1,20.5,28.5
7.8,20.6,28.5
12.4,20.6,28.2
2.8,20.7,26.7
4.5,19.6,27.5
11.3,20.0,25.0
8.4,19.9,29.7
0.0,20.0,30.6
0.0,21.0,31.3
4.2,21.0,29.7
26.4,20.5,29.8
0.0,20.9,27.2
64.5,20.0,28.0
23.2,20.3,30.4
14.2,20.3,29.6
0.0,19.6,31.2
1.2,20.0,30.8
1.2,21.2,29.6
73.4,20.7,26.2
0.5,20.7,30.0
2.5,21.1,28.6
1.0,20.2,29.2
0.3,20.4,29.0
0.0,20.9,31.0
6.7,21.0,27.0
5.0,20.8,26.5
14.7,20.4,26.7
37.2,20.5,26.0
7.0,20.8,28.0
2.7,20.8,29.5
0.7,20.3,31.7
0.8,21.8,28.1
9.8,20.4,31.0
0.0,21.0,29.8
24.6,20.6,30.5
17.8,20.0,30.2
38.4,20.0,29.4
10.5,20.5,29.0
7.0,20.2,30.2
0.0,21.0,30.0
7.8,19.6,27.7
16.5,19.7,29.7
6.1,19.0,30.6
2.5,19.8,29.6
1.8,19.5,28.7
1.5,20.2,30.0
0.4,20.0,26.0
6.7,19.5,27.3
14.5,19.2,25.0
13.7,19.2,29.8
3.0,20.0,32.1
1.7,20.0,28.5
20.2,19.5,26.0
14.9,20.2,29.6
6.4,20.4,31.4
19.7,19.4,29.8
6.4,19.6,31.0
3.5,19.4,31.0
5.8,20.2,30.6
0.0,20.1,31.0
2.7,19.6,30.4
3.1,19.5,30.7
0.0,19.6,31.4
0.0,18.5,31.2
1.2,19.0,31.3
10.5,18.3,30.2
0.0,18.6,29.0
27.0,19.6,26.5
6.3,19.6,29.2
3.4,20.5,28.8
3.0,20.0,30.0
0.0,18.4,30.2
15.0,19.4,31.0
0.5,20.0,29.4
2.8,20.0,30.0
0.0,20.0,29.0
0.0,20.0,29.2
6.6,19.2,30.3
0.0,19.8,30.4
43.5,19.0,27.5
